tag_id,tag_name,tag_category
5047,vinegar,
5049,food product,
5056,vitamin E isomer,
5064,biotechnology,
5087,perfume ingredient,
5088,vitamin E precursor,
5098,food-additive,
5099,furanone,
5119,toiletry,
5124,pesticide,
5134,wine quality marker,
5145,phenolic alcohol,
5148,bitter compound,
5149,monosaccharide,
5152,carbohydrate,
5159,functional food additive,
5167,metabolic byproduct,
5171,food_engineering,
5175,food_preservative,
5179,flavonoid_blend,
5181,natural_compound,
5185,cancer prevention,
5186,GRAS organism,
5205,hypocholesterolemic,
5208,lactose-based,
5210,nootropic,
5225,flavone,
5226,pinocembrin derivative,
5231,glycosylated flavone,
5233,hepatitis treatment,
5240,methylated flavone,
5243,clinical trial phase I/II,
5244,cancer-selective,
5247,PLK1 inhibitor,
5248,lifespan extension,
5249,dimethylated flavone,
5256,myocardial protective,
5257,antiapoptotic,
5258,precursor for plant natural products,
5284,chalcone derivative,
5285,sesquiterpene lactone,
5293,seco-iridoid,
5300,monoterpenoid derivative,
5309,anti-pathogen,
5310,immune modulator,
5315,glycan building block,
5325,minor product,
5326,phytochemical,
5330,volatile hydrocarbon,
5333,pesticide manufacturing,
5339,mycosporine-like amino acid,
5342,sweetener precursor,
5346,vicinal diol,
5347,chiral,
5359,branched-chain higher alcohol,
5360,isopentanol,
5366,anti-virus,
5402,abietane-type norditerpenoid,
5407,flavor volatile,
5413,vinegar component,
5427,functional lipid,
5428,chemopreventive,
5435,dough rheology modifier,
5441,selenium-enriched,
5442,organically bound selenium,
5443,animal feed additive,
5458,antimalarial precursor,
5460,semi-synthetic drug source,
5467,C5 alcohol,
5475,paclitaxel intermediate,
5477,tanshinone precursor,
5492,analgesic,
5493,morphinan alkaloid,
5495,antitussive,
5499,semisynthetic opioid,
5500,enhanced gastrointestinal absorption,
5503,enhanced circulatory half-life,
5506,high potency (5-7x morphine),
5525,anticancer drug,
5527,phthalideisoquinoline,
5529,protoberberine,
5533,secoberberine,
5538,short-chain fatty acid,
5544,reactive dye,
5545,textile dye,
5546,wastewater treatment,
5547,bioaccumulation,
5557,terpene-based,
5559,diesel alternative,
5573,VLCFA-derived,
5586,coating,
5587,wax,
5599,acetylcholinesterase inhibitor,
5600,quaternary alkaloid,
5604,novel compound,
5608,nylon monomer precursor,
5610,glycosylated triterpenoid,
5615,aglycone,
5632,synthetic chemistry,
5641,tropane alkaloid,
5643,neurological disorder treatment,
5645,non-canonical,
5646,drug discovery,
5648,biosynthesis intermediate,
5650,tropane alkaloid intermediate,
5651,biosynthesis precursor,
5665,flavonoids,
5666,alkaloids,
5667,flavors,
5668,fragrances,
5670,biocosmetics,
5671,health and nutrition,
5676,sensor,
5677,screening tool,
5678,vitamin E,
5680,amphipathic,
5681,cholesterol-lowering,
5683,radioprotectant,
5684,tocochromanol,
5685,N-acylethanolamine,
5686,bioactive lipid,
5694,cannabinoid agonist,
5701,caloric restriction mimetic,
5702,age-related diseases,
5707,pyrrolizidine alkaloid precursor,
5710,tetra-amine,
5713,isomer,
5715,polyamine analogue,
5717,antiprotozoal,
5719,phenolamide,
5721,drug candidate,
5724,hydroxycinnamic acid conjugate,
5726,fluorinated,
5727,unnatural,
5728,ADMET optimization,
5729,monoterpene indole alkaloid,
5730,plant-derived alkaloid,
5731,anticancer drug precursor,
5734,value-added natural product,
5735,yeast-produced,
5737,rhamnosylated,
5738,protopanaxatriol-type,
5743,metabolic disease,
5747,gram-per-liter scale,
5754,anti-ischemic,
5755,anti-arrhythmic,
5762,advanced fuel,
5769,threonine pathway,
5770,citramalate pathway,
5771,keto-acid pathway,
5780,natural,
5792,methylated derivative,
5794,pinostilbene,
5796,improved stability,
5797,improved bioavailability,
5801,pterostilbene,
5807,specialty chemical,
5810,non-flammable,
5813,anaerobic fermentation,
5814,textile industry,
5815,food packaging,
5817,pentose alcohol,
5825,cellulose,
5826,nanofiber,
5827,biomaterial,
5829,nanocellulose,
5832,dammarenediol-II derivative,
5833,anti-colon cancer,
5834,ginsenoside analog,
5836,microbial cell factory,
5850,hydroxylated steroid,
5854,anti-allergic,
5856,bioelectrocatalysis,
5857,P450 monooxygenase,
5859,NAD(P)H regeneration,
5861,anhydrohexitol,
5864,red macroalgae,
5865,agarose,
5870,agarobiose,
5876,natural aromatic,
5877,citrus,
5880,hydroxylation product,
5902,benzylisoquinoline,
5910,aporphine,
5931,xylose utilization,
5934,cellulosic,
5940,phytoterpenoid,
5945,tanshinone intermediate,
5948,diterpene,
5949,abietane-type,
5951,tanshinone biosynthesis,
5952,yeast production,
5953,E. coli production,
5955,sapogenin,
5979,hydroxylated,
5980,C-16α hydroxylation,
5996,di-oxidized,
6002,glucosylated,
6005,monoglycosylated,
6013,echinocystic acid,
6022,anti-tumor precursor,
6029,high-solids fermentation,
6030,CELF pretreatment,
6032,Saccharomyces cerevisiae D5A,
6044,butanol,
6052,nystose,
6053,transferase activity,
6055,functional carbohydrate,
6058,fructose,
6059,invert sugar,
6069,chimeric enzyme,
6070,β-glucosidase,
6071,endoglucanase,
6072,saccharification,
6073,bacteria,
6074,Escherichia coli,
6077,cellobiohydrolase,
6084,rose-like smell,
6096,flavour compound,
6097,volatile sulphur compound,
6104,co-expression,
6108,four-carbon,
6114,branched-chain,
6115,isobutanol,
6119,two-carbon,
6137,raw starch,
6142,amylase,
6146,Aspergillus terreus,
6147,secreted protein,
6149,glucoamylase,
6153,Aspergillus tubingensis,
6157,five-carbon,
6160,pharmaceutical ingredient,
6169,phenol,
6170,cresol,
6177,de novo,
6179,methylanisole,
6180,methylated phenol,
6181,ether,
6182,less toxic,
6185,vanillin precursor,
6186,detoxified product,
6187,in vivo methylation,
6190,glycosylated phenol,
6194,in vivo glycosylation,
6202,hydrophobic substrate,
6206,CRISPR/Cas9,
6209,three-carbon,
6212,polylactic acid,
6213,pla,
6227,fuel ethanol,
6232,heterologous product,
6236,biopharmaceutical,
6237,chemicals,
6239,bioproducts,
6240,industrial chemicals,
6242,shikonin precursor,
6243,naphthoquinone,
6244,monoterpene-quinone,
6245,prenylated benzoic acid,
6251,food fermentation,
6252,intermediate compound,
6253,precursor to ethyl carbamate,
6254,arginine degradation,
6255,carcinogen,
6256,food fermentation byproduct,
6257,urethane,
6258,contaminant,
6275,bulk chemical precursor,
6276,adipic acid precursor,
6279,shikimate pathway derivative,
6281,CCM,
6285,antimutagenic,
6289,GA,
6293,mevalonate pathway product,
6295,sterol pathway intermediate,
6303,amylolytic yeast,
6315,stress tolerance,
6316,lignocellulosic biorefinery,
6317,inhibitor tolerance,
6318,acetic acid resistance,
6320,nucleotide sugar,
6321,fucose donor,
6322,glycosylation,
6323,de novo pathway,
6325,E. coli genes,
6326,glycan synthesis,
6327,sialyl Lewis x precursor,
6337,solubility-tagged,
6342,mutant,
6343,nystatin-resistant,
6345,research chemical,
6399,osmotic stress response,
6403,pH-responsive,
6405,gas,
6408,volatile metabolite,
6418,xylose derivative,
6441,Zymomonas mobilis,
6442,soybean meal hydrolyzates,
6450,acetate-reducing,
6456,low concentration,
6467,pentose metabolism,
6470,phenylethanoid,
6472,nutraceutical ingredient,
6477,phenylethanoid glycoside,
6483,anti-photoaging,
6492,pentose,
6497,pentose-utilizing,
6500,protoplast fusion,
6501,mutagenesis,
6507,pentose utilization,
6508,hexose utilization,
6509,white-rot fungi,
6510,soft-rot fungi,
6511,spent sulfite liquor,
6512,cellulolytic activity,
6516,rose-like odour,
6525,PEA,
6533,mutant strain,
6536,anti-depressant,
6537,anti-Alzheimer's,
6540,recombinant,
6541,spaceflight mutagenesis,
6542,overexpression,
6544,industrial production,
6550,molasses,
6553,hydrolase,
6558,intracellular,
6563,wine,
6578,isoamyl alcohol,
6598,wine acid,
6608,wine phenolic,
6609,polyphenols,
6610,antioxidants,
6611,phenolic compounds,
6612,wine constituents,
6613,anthocyanins,
6614,pigments,
6615,color compounds,
6617,wine color,
6621,wine additive,
6623,volatile acidity,
6640,impurity,
6645,fusel oil,
6646,aromatic compounds,
6651,inhibitory compound,
6655,oxidizable compounds,
6656,reactive carbonyls,
6657,volatile phenol,
6658,wine spoilage,
6659,off-flavour,
6675,precursor compound,
6693,anti-ageing,
6722,anaerobic metabolite,
6723,redox-balancing compound,
6732,cancer chemopreventive,
6733,insect control,
6750,Candida krusei,
6751,glucose-based,
6752,low byproduct,
6753,membrane separation,
6754,pervaporation,
6794,cellulose fermentation,
6795,carboxymethyl-cellulose,
6798,saponin precursor,
6801,C30 backbone,
6803,triose,
6805,self-tanning agent,
6808,micro-aerobic,
6812,floral scent,
6813,food industry,
6814,perfume industry,
6818,solid-state fermentation,
6819,submerged fermentation,
6820,Chinese liquor,
6836,odorant,
6837,strain-specific,
6848,acetal,
6886,antifungal,
6888,rose scent,
6891,organic waste,
6892,whey,
6893,sugar beet,
6899,sugarcane-derived,
6900,volatile sulfur compound,
6901,off-odour,
6910,global transcription machinery engineering,
6911,isobutanol tolerance,
6914,renewable carbon source,
6915,chitin,
6916,GlcNAc,
6917,N-acetylglucosamine,
6948,apoptosis inducer,
6959,acid-catalyzed isomer,
6960,polypeptide,
6962,cyanophycin,
6963,arginine,
6964,aspartic acid,
6965,lysine,
6967,water-insoluble,
6968,transgenic yeast,
6970,nonribosomal peptide,
6971,polyamide,
6972,polydispersed polymer,
6983,extracellular accumulation,
6984,p-coumaric acid precursor,
6989,p-coumaric acid metabolite,
6990,stationary phase production,
6998,toxic by-product,
7006,oxidized metabolite,
7015,reduced metabolite,
7028,unsaturated diacid,
7031,shikimate pathway intermediate,
7032,bottleneck metabolite,
7033,dihydroxybenzoic acid,
7036,dihydroxybenzene,
7038,benzenediol,
7062,acetate-converting,
7068,lignocellulosic hydrolysate,
7082,chemical hydrogenation,
7086,plastic,
7090,protocatechuic acid,
7095,catechol,
7109,pentafunctional minicellulosome,
7115,succinate,
7128,evolutionary engineering,
7139,L-arabinose,
7140,codon optimization,
7142,biomass hydrolysate,
7143,C4 dicarboxylic acid,
7160,CO2-responsive,
7164,trace product,
7186,C3 compound,
7198,aromatic aldehyde,
7206,slow-release,
7209,glycosylated aromatic compound,
7210,storage form,
7221,muconic acid pathway,
7223,decarboxylation product,
7231,stereoisomer,
7256,mouthfeel enhancer,
7272,acidity regulator,
7283,reduced formation,
7293,organic acids,
7297,mixed acids,
7300,coupled fermentation,
7301,ATP regeneration,
7302,baker's yeast,
7303,Corynebacterium glutamicum,
7304,Brevibacterium flavum,
7306,nitrogen metabolism,
7311,anaerobic production,
7351,pyruvate,
7358,pyruvate decarboxylase-negative,
7359,C2-independent,
7360,glucose-tolerant,
7364,surface-display,
7366,corn starch,
7368,α-amylase,
7369,non-cooking process,
7372,xylan,
7378,cell surface display,
7393,anti-estrogenic,
7394,cardiac function,
7418,central precursor,
7420,antiallergenic,
7423,phenylpropanoid pathway,
7425,engineered,
7434,dihydrochalcone,
7447,unidentified,
7449,flavonoid-related,
7477,unhydroxylated,
7488,first-time,
7496,enzyme fusion,
7500,Baijiu,
7527,flavor compounds,
7550,complexing agent,
7553,weak organic acid,
7558,soup base,
7559,probiotic,
7560,B vitamins,
7568,starch-derived,
7570,anti-malarial precursor,
7586,branched higher alcohol,
7587,C2 hydroxy acid,
7588,alpha-hydroxy acid,
7594,chaperone protein,
7670,lignocellulosic-ethanol,
7678,carbohydrate-derived,
7696,cellulolytic,
7698,lignocellulose degradation,
7699,xylanolytic,
7705,petrochemical,
7711,polyketide precursor,
7714,apocarotenoid,
7717,terpenoid-derived,
7722,immune regulation,
7725,detergent precursor,
7726,emulsifier precursor,
7727,lubricant precursor,
7732,sensory molecule,
7735,biodegradable polyester precursor,
7740,crosslinking agent,
7756,edible pigment,
7767,cardio-protective,
7768,anti-asthma,
7773,rose-like scent,
7778,cholesterol-reduction,
7779,cancer-therapy,
7780,polymer-building-block,
7781,CoA-thioester,
7782,pharmaceutical-precursor,
7783,angelate-biosynthesis,
7787,monoterpene ester,
7790,antinociceptive,
7794,infant-nutrition,
7795,anthocyanin,
7799,flavone C-glucoside,
7810,resin acid,
7811,industrial intermediate,
7812,wax ester,
7814,diunsaturated,
7820,monounsaturated,
7821,erucic acid,
7826,docosanol,
7835,labdane-type,
7881,antifreeze agent,
7912,aquaculture,
7921,anti-cancer precursor,
7930,diterpenoid alcohol,
7931,degradation product,
7933,phenolic glycoside,
7939,unsaturated fatty acid,
7940,saturated fatty acid,
7942,anti-obesity precursor,
7952,aromatic amine,
7954,dyes,
7955,perfumes,
7958,grape flavor,
7966,terephthalic acid precursor,
7988,isobutyl ester,
7992,isoamyl ester,
7996,active amyl ester,
8000,fuel substitute,
8021,anti-freeze agent,
8025,agricultural chemical,
8036,corticosteroid precursor,
8046,lignocellulosic fermentation,
8055,jet fuel precursor,
8056,tricyclic,
8079,higher combustion power,
8080,reduced aqueous miscibility,
8081,gasoline-compatible,
8106,single-step fermentation,
8109,bio-based plastic,
8116,carbonated beverage,
8120,distilled spirit,
8128,fine chemicals,
8129,biocatalysis,
8131,API,
8143,gasoline replacement,
8151,steroid hormone,
8152,estrogen,
8156,estrogen precursor,
8157,medium component,
8158,lipid ester,
8159,estrogen metabolite,
8160,nonpolar derivative,
8163,thermostability enhancer,
8164,optically pure,
8176,redox balancing,
8181,mineral-enriched,
8182,organic copper,
8208,undesired product,
8215,cassava-based,
8223,valine biosynthetic pathway,
8226,cytosolic engineering,
8235,transporter engineering,
8236,D-lactate utilization,
8238,high-value-added,
8245,metal chelator,
8251,protective compound,
8265,precursor molecule,
8267,plant-derived compound,
8271,yeast factory,
8276,fungal sterol,
8284,co-production,
8287,cellobiose,
8298,xylose reductase,
8306,semi-simultaneous saccharification and fermentation,
8307,fed-batch process,
8309,biocommodity chemical,
8311,butanol isomer,
8312,high octane,
8313,engineered pathway,
8319,methyl ethyl ketone,
8328,artemisinin intermediate,
8338,Taxol precursor,
8354,oleanane,
8355,high-value metabolite,
8361,commercial,
8370,multifunctional enzyme,
8379,packed-bed reactor,
8385,agricultural waste,
8391,Euphorbiaceae,
8393,biomaterial precursor,
8397,GGPP derivative,
8407,C40,
8420,dihydroartemisinic acid,
8426,artemisinic acid,
8430,cardiovascular,
8439,waste recycling,
8440,self-cycling fermentation,
8443,bio-based polymer precursor,
8444,reductive pathway,
8445,CO2 fixation,
8446,glycerol utilization,
8455,tricarboxylic acid,
8463,carotenoid derivative,
8465,temperature-responsive,
8466,yeast cell factory,
8470,lipophilic,
8472,temperature-dependent,
8473,glycosylated carotenoid,
8474,downstream product,
8475,not detected,
8476,glycosyltransferase,
8477,attempted production,
8483,neuropsychological,
8489,woody-violet aroma,
8490,industrial fragrance,
8501,orange peel,
8503,CRISPR-Cas9,
8508,sestc,
8517,butyl ester,
8518,alcoholysis product,
8519,engineered bacteria,
8520,Eat1 enzyme,
8534,pyrazine,
8536,nutty aroma,
8538,cardiovascular health,
8539,Baijiu flavor,
8540,heterocyclic compound,
8543,flavor intermediate,
8545,Baijiu fermentation,
8550,dicarbonyl,
8557,Baijiu component,
8569,kynurenine pathway,
8573,tryptophan derivative,
8577,aryl hydrocarbon receptor,
8582,NAD+ biosynthesis,
8587,melatonin pathway,
8592,isomers,
8594,cytoprotective,
8616,very-high-gravity fermentation,
8635,mango-based,
8636,nondairy,
8639,volatile compounds,
8641,"α,ω-DCA",
8646,whole-cell biocatalysis,
8647,ω-oxidation,
8648,P450 enzyme,
8649,hydroxy fatty acid,
8650,ω-hydroxyfatty acid,
8663,sawdust carrier,
8667,cyclic AMP booster,
8668,anti-glaucoma,
8669,cardiotonic,
8671,microbial biosynthesis,
8676,transcriptional regulation,
8679,anti-tumorigenic,
8683,triterpenoid precursor,
8684,ursolic acid precursor,
8686,oleanolic acid precursor,
8694,novel enantiomer,
8695,diastereomer,
8702,novel,
8705,novel scaffold,
8715,whole-cell biocatalyst,
8716,single isomer CLA,
8717,yeast surface display,
8718,fluorescent reporter,
8719,surface-anchored enzyme,
8720,bifunctional fusion,
8721,fatty acid-derived,
8723,isoprenoid-derived,
8725,alcohol-derived,
8735,GABA,
8737,food-grade production,
8738,xylan catabolism,
8740,minimal medium,
8742,improved yield,
8743,xylan fermentation,
8747,NADPH-dependent XR,
8748,NADH-preferring XR,
8749,cofactor regeneration,
8751,glucose-based production,
8756,biochemical engineering,
8757,bioprocess development,
8763,biosensor,
8764,adaptive laboratory evolution,
8765,decarboxylase,
8768,HPLC,
8774,polyphenolic compound,
8780,aerobic continuous cultivation,
8782,oxidoreductive growth,
8784,metabolic flux,
8795,encapsulation,
8800,inhibitor effect,
8801,furfural conversion,
8820,inhibitor metabolism,
8821,miniemulsion,
8822,Amano lipase PS,
8824,F. s. pisi cutinase,
8837,genetically modified,
8843,microbial strain,
8846,PLK1 inhibitor intermediate,
8847,ethanol tolerance,
8848,SPT15 mutation,
8850,enhanced ethanol production,
8859,genome integration,
8861,enhanced production,
8874,xylan degradation,
8875,metabolic pathway,
8889,chromosomal integration,
8894,nitrogen limitation,
8895,medium chain FAEEs,
8896,exogenous fatty acid,
8897,odd-chain FAEE,
8898,long-chain FAEEs,
13508,β-amyrin synthase,
13514,cassava,
13516,cell factory,
13522,wheat straw,
13526,FAEEs,
13536,acyltransferase,
13555,ginsenosides,
13565,Ca-alginate matrix,
13567,immobilized cell,
13580,byproducts,
13582,toxicity,
13590,continuous culture,
13591,oscillatory behavior,
13596,L-ephedrine,
13607,dehydroshikimate,
13612,cytochrome P450,
13617,opioids,
13618,plant secondary metabolites,
13624,VLCFOHs,
13641,anti-tumoral,
13666,heterologous biosynthesis,
13669,Ganoderma lucidum,
13672,DL-methionine,
13675,branched-chain alcohols,
13694,metabolic_engineering,
13698,explosives,
13699,energetic materials,
13714,acetylated product,
13721,resveratrol,
13722,Saccharomyces cerevisiae EC1118,
13729,biomaterials,
13744,secondary metabolites,
13747,fermentation by-products,
13749,LED light,
13759,alginate,
13760,immobilised,
13761,fluidised-bed,
13762,bioreactor,
13763,whole-cell biotransformation,
13768,acid resistance,
13769,biodegradable material,
13770,industrial application,
13779,inhibitors,
13780,seawater,
13785,pretreatment,
13798,chicken feather protein hydrolysate,
13799,cysteine-rich,
13800,glycine-rich,
13803,G6PDH activity,
13813,thiamine synthesis,
13825,monoterpene alcohol,
13835,inulin,
13836,fed-batch fermentation,
13839,osmoregulation,
13840,salt stress,
13841,yeast metabolism,
13844,stationary phase,
13849,gene disruption,
13850,ergosterol biosynthesis,
13884,biofilm reactors,
13889,kissiris,
13891,carob pod extract,
13899,Ca-alginate beads,
13900,carob pods extract,
13903,γ-alumina,
13905,molasse,
13932,sterol drugs,
13935,hyperosmotic stress,
13936,NADH reoxidation,
13953,industrial yeast,
13954,ethanol yield,
13955,arabinose fermentation,
13957,metabolic pathways,
13961,functional foods,
13967,high-cell-density cultivation,
13976,whole-cell catalysis,
13978,response surface methodology,
13979,ATP utilization efficiency,
13986,VHG conditions,
13988,pharmacological agents,
13992,sterol biosynthesis,
14023,furan derivative reduction,
14043,fermentation inefficiency,
14059,engineered invertase,
14060,carnitine,
14063,eukaryotes,
14064,acyl transfer,
14067,lactate dehydrogenase,
14080,oxidized product,
14082,reduced product,
14089,D-lactate dehydrogenase,
14091,pharmaceutical industry,
14092,biotechnological production,
14099,mitochondrial engineering,
14126,vinegar precursor,
14129,sugar refinement,
14147,furfural,
14149,antimicrobial agent,
14178,CRISPR-Cas,
14180,lactic acid production,
14183,GAL regulatory system,
14196,plastic monomer,
14199,osmoadaptation,
14208,food_coloring,
14217,lignocellulosic hydrolyzates,
14224,cell recycle,
14227,resolving agent,
14239,by-product reduction,
14250,transglucosylation,
14252,enzymatic synthesis,
14255,high-ethanol tolerance,
14266,enzymatic conversion,
14269,galactose metabolism,
14276,FOS,
14282,Kluyveromyces marxianus,
14287,Repeated batch fermentation,
14290,Gracilaria verrucosa,
14291,thermal acid hydrolysis,
14292,enzymatic saccharification,
14301,sugars,
14310,lignocellulose hydrolysate,
14312,glucose fermentation,
14319,galactose utilization,
14329,Crabtree-positive,
14332,metabolism,
14336,Candida tropicalis,
14337,sugarcane bagasse,
14338,oxygen transfer rate,
14339,nutrient supplementation,
14345,Rhizopus oryzae,
14355,hemicellulose derivative,
14362,genetic engineering,
14363,mixed sugars,
14367,yeast co-culture,
14368,mutant strains,
14369,oxygen control,
14370,thermophilic bacteria,
14383,food processing,
14389,TSL1 gene,
14390,high temperature fermentation,
14409,galactomannan hydrolysis,
14436,HAP4 deletion,
14438,aerobic conditions,
14441,lactic acid bacteria,
14448,inulinase,
14450,recombinant yeasts,
14462,chemical conversion,
14474,membrane precursor,
14477,weak acid tolerance,
14482,triterpenoids,
14504,bio-ethanol,
14505,lactose fermentation,
14509,coffee husks,
14521,industrial strains,
14524,industrial strain PE-2,
14526,immunostimulant,
14530,glycerol elimination,
14534,Pichia pastoris,
14535,whole cell bioconversion,
14536,pharmaceutical production,
14546,L-tyrosine pathway,
14553,Vitreoscilla hemoglobin,
14554,pH-free fermentation,
14566,fuels,
14568,personal care products,
14573,plastics,
14580,co-substrate,
14631,Mixed cultures,
14632,Immobilization,
14633,Cheese whey powder,
14641,ion implantation,
14649,Cashew apple bagasse,
14682,rice straw,
14683,butanone,
14684,acetaldehyde,
14685,SSCF,
14687,xylose-fermenting yeasts,
14689,cotton gin waste,
14696,VHG technology,
14710,food and feed ingredients,
14711,industrial enzymes,
14719,Yeast inoculum size,
14720,In situ detoxification,
14723,carob waste,
14729,bio-plastics,
14757,flocculating yeast,
14758,sugarcane molasses,
14780,sucrose hydrolysis,
14787,corncob hydrolysate,
14790,cassava pulp,
14791,Aspergillus aculeatus,
14802,Pseudomonas putida,
14823,packed bed reactor,
14839,apoptosis-inducer,
14884,fermentation inhibitors,
14893,chestnut,
14894,Aspergillus oryzae,
14902,sweet sorghum juice,
14908,bamboo biomass,
14913,sugar production,
14925,carob extract,
14931,chiral building blocks,
14937,thermotolerant yeast,
14947,Sweet potato,
14963,CCGLB,
14970,Saccharomyces cerevisiae Y5,
14976,flocculation,
14979,cell-surface display,
14992,repeated-batch SSF,
14993,immobilized yeast,
14995,xylose-fermentation,
15016,residual biomass,
15022,carotenoids,
15023,ergosterol,
15024,feed industry,
15026,membrane sterol,
15031,co-culture fermentation,
15037,non-detoxified hydrolysate,
15049,carboxylic acids,
15060,reductive TCA pathway,
15075,chemical catalysis,
15076,used oil,
15094,biogas,
15095,anaerobic digestion,
15109,microalgae,
15110,Tribonema sp.,
15111,acid hydrolysis,
15126,redox sink,
15143,simultaneous saccharification and fermentation,
15144,high solids content,
15150,low-caloric,
15168,hydrolysis product,
15178,edible biomass,
15194,prebiotics,
15196,industrial applications,
15223,industrial material,
15231,high-value product,
15248,biological functions,
15268,Enterococcus,
15269,Lactobacillus,
15272,mixed culture,
15281,lignocellulose hydrolysates,
15282,sweet sorghum bagasse,
15283,alkaline-distilled,
15285,diploid strain,
15286,thermotolerance,
15288,Advanced Solid-State Fermentation,
15290,fermentation performance,
15306,composite,
15316,cheese whey valorisation,
15321,paper sludge,
15322,third-generation bioethanol,
15324,macroalgae,
15327,cotton waste,
15337,plant health,
15338,agriculture,
15341,lipogenesis,
15344,metabolic reprogramming,
15345,FFA production,
15364,mitochondrial,
15368,pABA-derived,
15369,Q6 biosynthesis,
15371,4-HB-derived,
15381,Coq7p substrate,
15395,health-functional compound,
15400,sugar extraction,
15402,dairy waste,
15405,biomodulating agent,
15412,biobased chemicals,
15413,furans,
15414,reduction,
15430,winemaking,
15431,Schizosaccharomyces pombe,
15433,pyranoanthocyanins,
15437,urease activity,
15449,acidic,
15450,caramel,
15454,phenolic,
15459,nutty,
15460,roasted,
15487,metabolites,
15488,non-conventional yeast,
15489,aroma enhancement,
15493,filamentous fungi,
15505,Bacillus,
15512,optimization,
15517,wild date palm,
15522,corn cob,
15526,yeast immobilization,
15536,yeast coculture,
15540,SSSF,
15565,chemically defined medium,
15579,self-cloning,
15596,continuous production,
15605,sorghum bagasse,
15609,respiration-deficient,
15617,xylose assimilation,
15624,algae biomass,
15637,cancer treatment,
15643,biodegradable polymers,
15645,antibiotics,
15646,pheromones,
15656,cell recycling system,
15657,hollow fibre membrane,
15659,osmotic regulation,
15661,stress marker,
15666,fermentation activity,
15699,alcoholic beverages,
15706,aromatic fine chemical,
15707,cosmetic industry,
15710,hydroxymandelate synthase substrate,
15727,polyurethane precursor,
15728,sustainable chemistry,
15741,lipid production,
15743,Renewable resources,
15749,NADPH regeneration,
15755,acid tolerance,
15772,healthcare,
15773,functional_foods,
15784,yeast biomass,
15811,MVA pathway,
15833,ultrasound-assisted fermentation,
15834,waste newspaper,
15844,health and nutrition products,
15848,glycerol production,
15852,NADPH,
15870,biorenewable chemicals,
15910,n-butanol,
15916,byproduct reduction,
15937,cofermentation,
15939,high solid loading,
15943,Transcription engineering,
15944,Tolerance,
15951,Steroid Derivative,
15961,"2,3-butanediol",
15965,pyruvate flux,
15971,jet_fuel_precursor,
15973,renewable_fuel,
15985,sugarcane distillery isolate,
15998,CBP,
16003,cassava hydrolysate,
16005,Glycerol fermentation,
16015,cell immobilization,
16018,lignocellulosic_ethanol,
16019,consolidated_bioprocessing,
16020,Saccharomyces_cerevisiae,
16032,xylose_utilization,
16043,tequila,
16045,agave,
16046,sensory quality,
16074,estrogen derivative,
16075,lipoidal ester,
16077,D-lactic acid,
16080,bioplastic monomer,
16088,heat shock,
16092,copper,
16097,soybean oil,
16100,Candida glabrata,
16103,Hanseniaspora valbyensis,
16121,lactate utilization,
16122,glucaric acid,
16141,heterologous enzymes,
16142,TEV-based expression,
16143,NADH-dependent,
16148,terpenoids,
16185,carbon dioxide fixation,
16188,carotenoid_derivative,
16189,temperature_switch,
16190,CRISPR_engineered,
16191,yeast_factory,
16211,bio-based solvents,
16215,sustainable esters,
16218,alcoholysis,
16219,thioesters,
16226,Acetoin Pathway,
16239,melatonin isomer,
16251,alcoholic fermentation,
16257,biofuel production,
16261,second generation ethanol,
16266,fruit-based,
16291,microbial_chassis,
16293,TF-based,
16294,S. cerevisiae,
16312,C. glutamicum,
16316,Cell free,
16323,riboswitch-based,
16330,Cell free/liposome,
16339,colorimetric,
16341,malonyl-CoA derivative,
16345,acetyl-CoA derivative,
16349,L-DOPA derivative,
16386,UV_protection,
16389,aminoriboflavin,
16391,Candida famata,
16392,Komagataella phaffii,
16394,roseoflavin,
16399,analogue,
16400,toxic metabolite,
16408,oxidized sesterterpenoid,
16415,energy carrier,
16436,Skin Health,
16437,Eye Health,
16457,food_additive,
16470,redox_balance,
16474,minor_product,
16480,extractive fermentation,
16481,in situ product recovery,
16484,Crabtree effect,
16499,microbial,
16516,xylan-derived,
16517,consolidated-bioprocessing,
16519,microbial_oil,
16524,natural_product,
16528,vitamin_A_precursor,
16541,redox engineering,
16550,immobilized_cell,
16553,yeast engineering,
16559,coimmobilization,
16567,yeast-fermentation,
16568,immobilized-cells,
16580,diffusible,
16592,feed,
16610,light-controlled,
16655,low salinity,
16657,glucose metabolism,
16694,biofilm reactor,
16727,renewable-energy,
16737,downstream processing,
16749,food_ingredient,
16778,functional_food,
16789,bioprocessing,
16804,industrial-solvent,
16811,natural_colorant,
16822,stress_response,
16823,compatible_solute,
16826,food_colorant,
16831,microbial_production,
16843,high-productivity,
16865,ethanol-tolerant,
16877,lipase,
16886,whey_valorization,
16890,seaweed biomass,
16896,lignocellulosic-biomass,
16912,bioproduct,
16932,transportation_fuel,
16934,sugar_alcohol,
16964,Aerobic fermentation,
17026,waste-valorization,
17029,agricultural residue,
17047,cell-recycle,
17056,low-pH fermentation,
17066,lignocellulosic waste,
17149,liver disease treatment,
17150,depression therapy,
17151,osteoarthritis treatment,
17203,GRE3,
17204,Pichia stipitis,
17225,fermentable sugars,
17237,renewable_resource,
17238,gasoline_substitute,
17241,higher_alcohol,
17243,major_metabolite,
17247,organic_acid,
